SKU,periodo_inicio,periodo_fin,tipo_ventana,beta
50011837,2025-05-01,2025-10-01,semestral,-3.2284138887418155
50011837,2025-06-01,2025-11-01,semestral,-4.842620833112394
50011837,2025-08-01,2026-01-01,semestral,-4.8426208331123455
50011837,2025-09-01,2026-02-01,semestral,-4.126261504946815
50011837,2025-10-01,2026-03-01,semestral,-6.1769193901085
50011838,2024-01-01,2024-01-01,mensual,
50011838,2024-08-01,2024-08-01,mensual,
50011838,2025-08-01,2025-08-01,mensual,
50011838,2025-09-01,2025-09-01,mensual,
50011838,2026-03-01,2026-03-01,mensual,
50011838,2026-04-01,2026-04-01,mensual,
50011838,2023-11-01,2024-01-01,trimestral,
50011838,2024-06-01,2024-08-01,trimestral,
50011838,2025-06-01,2025-08-01,trimestral,
50011838,2025-07-01,2025-09-01,trimestral,
50011838,2026-01-01,2026-03-01,trimestral,
50011838,2026-02-01,2026-04-01,trimestral,
50011838,2023-08-01,2024-01-01,semestral,
50011838,2024-03-01,2024-08-01,semestral,
50011838,2025-03-01,2025-08-01,semestral,
50011838,2025-04-01,2025-09-01,semestral,
50011838,2025-10-01,2026-03-01,semestral,
50011838,2025-11-01,2026-04-01,semestral,
50011848,2024-01-01,2024-01-01,mensual,
50011848,2023-11-01,2024-01-01,trimestral,
50011848,2023-08-01,2024-01-01,semestral,
50011851,2024-01-01,2024-01-01,mensual,
50011851,2024-02-01,2024-02-01,mensual,
50011851,2024-04-01,2024-04-01,mensual,
50011851,2024-09-01,2024-09-01,mensual,
50011851,2025-02-01,2025-02-01,mensual,
50011851,2025-03-01,2025-03-01,mensual,
50011851,2025-04-01,2025-04-01,mensual,
50011851,2023-11-01,2024-01-01,trimestral,
50011851,2023-12-01,2024-02-01,trimestral,
50011851,2024-02-01,2024-04-01,trimestral,
50011851,2024-07-01,2024-09-01,trimestral,
50011851,2024-12-01,2025-02-01,trimestral,
50011851,2025-01-01,2025-03-01,trimestral,
50011851,2025-02-01,2025-04-01,trimestral,
50011851,2023-08-01,2024-01-01,semestral,
50011851,2023-09-01,2024-02-01,semestral,
50011851,2023-11-01,2024-04-01,semestral,
50011851,2024-04-01,2024-09-01,semestral,
50011851,2024-09-01,2025-02-01,semestral,
50011851,2024-10-01,2025-03-01,semestral,
50011851,2024-11-01,2025-04-01,semestral,
50011852,2024-03-01,2024-03-01,mensual,
50011852,2024-04-01,2024-04-01,mensual,
50011852,2024-07-01,2024-07-01,mensual,
50011852,2024-12-01,2024-12-01,mensual,
50011852,2025-04-01,2025-04-01,mensual,
50011852,2025-05-01,2025-05-01,mensual,
50011852,2025-08-01,2025-08-01,mensual,
50011852,2026-01-01,2026-01-01,mensual,
50011852,2026-02-01,2026-02-01,mensual,
50011852,2026-03-01,2026-03-01,mensual,
50011852,2026-04-01,2026-04-01,mensual,
50011852,2024-01-01,2024-03-01,trimestral,
50011852,2024-02-01,2024-04-01,trimestral,
50011852,2024-05-01,2024-07-01,trimestral,
50011852,2024-10-01,2024-12-01,trimestral,
50011852,2025-02-01,2025-04-01,trimestral,
50011852,2025-03-01,2025-05-01,trimestral,
50011852,2025-06-01,2025-08-01,trimestral,
50011852,2025-11-01,2026-01-01,trimestral,
50011852,2025-12-01,2026-02-01,trimestral,
50011852,2026-01-01,2026-03-01,trimestral,
50011852,2026-02-01,2026-04-01,trimestral,
50011852,2023-10-01,2024-03-01,semestral,
50011852,2023-11-01,2024-04-01,semestral,
50011852,2024-02-01,2024-07-01,semestral,
50011852,2024-07-01,2024-12-01,semestral,
50011852,2024-11-01,2025-04-01,semestral,
50011852,2024-12-01,2025-05-01,semestral,
50011852,2025-03-01,2025-08-01,semestral,
50011852,2025-08-01,2026-01-01,semestral,0.0
50011852,2025-09-01,2026-02-01,semestral,
50011852,2025-10-01,2026-03-01,semestral,
50011852,2025-11-01,2026-04-01,semestral,
50011853,2024-03-01,2024-03-01,mensual,
50011853,2024-06-01,2024-06-01,mensual,
50011853,2024-11-01,2024-11-01,mensual,
50011853,2025-05-01,2025-05-01,mensual,
50011853,2025-08-01,2025-08-01,mensual,
50011853,2025-09-01,2025-09-01,mensual,
50011853,2026-02-01,2026-02-01,mensual,
50011853,2026-03-01,2026-03-01,mensual,
50011853,2026-04-01,2026-04-01,mensual,
50011853,2024-01-01,2024-03-01,trimestral,
50011853,2024-04-01,2024-06-01,trimestral,
50011853,2024-09-01,2024-11-01,trimestral,
50011853,2025-03-01,2025-05-01,trimestral,
50011853,2025-06-01,2025-08-01,trimestral,
50011853,2025-07-01,2025-09-01,trimestral,6.213418328646907
50011853,2025-12-01,2026-02-01,trimestral,
50011853,2026-01-01,2026-03-01,trimestral,
50011853,2026-02-01,2026-04-01,trimestral,
50011853,2023-10-01,2024-03-01,semestral,
50011853,2024-01-01,2024-06-01,semestral,-9.502622802037687
50011853,2024-06-01,2024-11-01,semestral,-3.9439448043478884
50011853,2024-12-01,2025-05-01,semestral,
50011853,2025-03-01,2025-08-01,semestral,0.0
50011853,2025-04-01,2025-09-01,semestral,3.1067091643234543
50011853,2025-09-01,2026-02-01,semestral,-261.64681853577906
50011853,2025-10-01,2026-03-01,semestral,
50011853,2025-11-01,2026-04-01,semestral,
50011854,2024-01-01,2024-01-01,mensual,
50011854,2024-04-01,2024-04-01,mensual,
50011854,2024-06-01,2024-06-01,mensual,
50011854,2024-08-01,2024-08-01,mensual,
50011854,2025-04-01,2025-04-01,mensual,
50011854,2025-07-01,2025-07-01,mensual,
50011854,2026-04-01,2026-04-01,mensual,
50011854,2023-11-01,2024-01-01,trimestral,
50011854,2024-02-01,2024-04-01,trimestral,
50011854,2024-04-01,2024-06-01,trimestral,
50011854,2024-06-01,2024-08-01,trimestral,-4.511539510572106
50011854,2025-02-01,2025-04-01,trimestral,
50011854,2025-05-01,2025-07-01,trimestral,
50011854,2026-02-01,2026-04-01,trimestral,
50011854,2023-08-01,2024-01-01,semestral,
50011854,2023-11-01,2024-04-01,semestral,4.26434222543248
50011854,2024-01-01,2024-06-01,semestral,2.1321711127162257
50011854,2024-03-01,2024-08-01,semestral,-3.5400323565594793
50011854,2024-11-01,2025-04-01,semestral,
50011854,2025-02-01,2025-07-01,semestral,
50011854,2025-11-01,2026-04-01,semestral,
50011855,2024-01-01,2024-01-01,mensual,
50011855,2024-02-01,2024-02-01,mensual,
50011855,2024-03-01,2024-03-01,mensual,
50011855,2024-08-01,2024-08-01,mensual,
50011855,2024-10-01,2024-10-01,mensual,
50011855,2025-01-01,2025-01-01,mensual,
50011855,2025-05-01,2025-05-01,mensual,
50011855,2025-09-01,2025-09-01,mensual,
50011855,2025-10-01,2025-10-01,mensual,
50011855,2025-11-01,2025-11-01,mensual,
50011855,2026-01-01,2026-01-01,mensual,
50011855,2026-02-01,2026-02-01,mensual,
50011855,2026-03-01,2026-03-01,mensual,
50011855,2023-11-01,2024-01-01,trimestral,
50011855,2023-12-01,2024-02-01,trimestral,-3.1411032652081246
50011855,2024-01-01,2024-03-01,trimestral,-4.387720227780453
50011855,2024-06-01,2024-08-01,trimestral,
50011855,2024-08-01,2024-10-01,trimestral,
50011855,2024-11-01,2025-01-01,trimestral,
50011855,2025-03-01,2025-05-01,trimestral,
50011855,2025-07-01,2025-09-01,trimestral,
50011855,2025-08-01,2025-10-01,trimestral,
50011855,2025-09-01,2025-11-01,trimestral,
50011855,2025-11-01,2026-01-01,trimestral,
50011855,2025-12-01,2026-02-01,trimestral,-39.81705234428436
50011855,2026-01-01,2026-03-01,trimestral,-8.705511019670523
50011855,2023-08-01,2024-01-01,semestral,
50011855,2023-09-01,2024-02-01,semestral,-3.1411032652081246
50011855,2023-10-01,2024-03-01,semestral,-4.387720227780453
50011855,2024-03-01,2024-08-01,semestral,
50011855,2024-05-01,2024-10-01,semestral,
50011855,2024-08-01,2025-01-01,semestral,
50011855,2024-12-01,2025-05-01,semestral,
50011855,2025-04-01,2025-09-01,semestral,
50011855,2025-05-01,2025-10-01,semestral,
50011855,2025-06-01,2025-11-01,semestral,
50011855,2025-08-01,2026-01-01,semestral,
50011855,2025-09-01,2026-02-01,semestral,-30.563719402848655
50011855,2025-10-01,2026-03-01,semestral,-8.942336657443201
50011856,2024-02-01,2024-02-01,mensual,
50011856,2024-04-01,2024-04-01,mensual,
50011856,2024-05-01,2024-05-01,mensual,
50011856,2024-06-01,2024-06-01,mensual,
50011856,2024-08-01,2024-08-01,mensual,
50011856,2024-10-01,2024-10-01,mensual,
50011856,2025-05-01,2025-05-01,mensual,
50011856,2023-12-01,2024-02-01,trimestral,
50011856,2024-02-01,2024-04-01,trimestral,
50011856,2024-03-01,2024-05-01,trimestral,
50011856,2024-04-01,2024-06-01,trimestral,
50011856,2024-06-01,2024-08-01,trimestral,
50011856,2024-08-01,2024-10-01,trimestral,
50011856,2025-03-01,2025-05-01,trimestral,
50011856,2023-09-01,2024-02-01,semestral,
50011856,2023-11-01,2024-04-01,semestral,
50011856,2023-12-01,2024-05-01,semestral,
50011856,2024-01-01,2024-06-01,semestral,
50011856,2024-03-01,2024-08-01,semestral,
50011856,2024-05-01,2024-10-01,semestral,
50011856,2024-12-01,2025-05-01,semestral,
50011877,2024-06-01,2024-06-01,mensual,
50011877,2024-10-01,2024-10-01,mensual,
50011877,2025-06-01,2025-06-01,mensual,
50011877,2026-02-01,2026-02-01,mensual,
50011877,2024-04-01,2024-06-01,trimestral,
50011877,2024-08-01,2024-10-01,trimestral,
50011877,2025-04-01,2025-06-01,trimestral,
50011877,2025-12-01,2026-02-01,trimestral,
50011877,2024-01-01,2024-06-01,semestral,
50011877,2024-05-01,2024-10-01,semestral,
50011877,2025-01-01,2025-06-01,semestral,
50011877,2025-09-01,2026-02-01,semestral,
50011882,2024-03-01,2024-03-01,mensual,
50011882,2024-01-01,2024-03-01,trimestral,
50011882,2023-10-01,2024-03-01,semestral,
50011883,2024-02-01,2024-02-01,mensual,
50011883,2023-12-01,2024-02-01,trimestral,
50011883,2023-09-01,2024-02-01,semestral,
50011886,2024-08-01,2024-08-01,mensual,
50011886,2026-03-01,2026-03-01,mensual,
50011886,2024-06-01,2024-08-01,trimestral,
50011886,2026-01-01,2026-03-01,trimestral,
50011886,2024-03-01,2024-08-01,semestral,
50011886,2025-10-01,2026-03-01,semestral,
50011888,2024-02-01,2024-02-01,mensual,
50011888,2024-05-01,2024-05-01,mensual,
50011888,2023-12-01,2024-02-01,trimestral,
50011888,2024-03-01,2024-05-01,trimestral,
50011888,2023-09-01,2024-02-01,semestral,
50011888,2023-12-01,2024-05-01,semestral,
50011906,2024-01-01,2024-01-01,mensual,
50011906,2024-03-01,2024-03-01,mensual,
50011906,2024-07-01,2024-07-01,mensual,
50011906,2024-11-01,2024-11-01,mensual,
50011906,2024-12-01,2024-12-01,mensual,
50011906,2025-01-01,2025-01-01,mensual,
50011906,2025-03-01,2025-03-01,mensual,
50011906,2023-11-01,2024-01-01,trimestral,
50011906,2024-01-01,2024-03-01,trimestral,
50011906,2024-05-01,2024-07-01,trimestral,
50011906,2024-09-01,2024-11-01,trimestral,
50011906,2024-10-01,2024-12-01,trimestral,-1.7667273236013683e-15
50011906,2024-11-01,2025-01-01,trimestral,-0.6555271845668257
50011906,2025-01-01,2025-03-01,trimestral,
50011906,2023-08-01,2024-01-01,semestral,
50011906,2023-10-01,2024-03-01,semestral,
50011906,2024-02-01,2024-07-01,semestral,
50011906,2024-06-01,2024-11-01,semestral,-1.0869113712967438
50011906,2024-07-01,2024-12-01,semestral,-1.0376740847134902
50011906,2024-08-01,2025-01-01,semestral,-0.6555271845668257
50011906,2024-10-01,2025-03-01,semestral,0.2329976905740012
50011910,2024-03-01,2024-03-01,mensual,
50011910,2024-04-01,2024-04-01,mensual,
50011910,2024-07-01,2024-07-01,mensual,
50011910,2024-08-01,2024-08-01,mensual,
50011910,2024-11-01,2024-11-01,mensual,
50011910,2025-02-01,2025-02-01,mensual,
50011910,2025-03-01,2025-03-01,mensual,
50011910,2025-04-01,2025-04-01,mensual,
50011910,2025-05-01,2025-05-01,mensual,
50011910,2025-06-01,2025-06-01,mensual,
50011910,2025-07-01,2025-07-01,mensual,
50011910,2025-08-01,2025-08-01,mensual,
50011910,2025-09-01,2025-09-01,mensual,
50011910,2025-10-01,2025-10-01,mensual,
50011910,2025-12-01,2025-12-01,mensual,
50011910,2026-01-01,2026-01-01,mensual,
50011910,2026-02-01,2026-02-01,mensual,
50011910,2026-03-01,2026-03-01,mensual,
50011910,2026-04-01,2026-04-01,mensual,
