prod_nbr,fecha,mes,unidades_vendidas,precio_promedio,descuento_promedio,indicador_promocion,venta_neta,prod_nm,dept_cd,dept_nm,subdept_cd,subdept_nm,class_cd,class_nm,vendor_nbr,vendor_nm,marca_fabricante,tipo_marca,estimated_unit_price,promociones_detectadas
50046138,2025-12-01,2025-12,11,30.088181818181816,0.0,0,330.96999999999997,SOBRE OFICIO HORIZONTAL C/BOTO,6,PAPEL,603,SOBRES,60302,SOBRES DE POLIPROPILENO,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,OXFORD,Marca Externa,30.09,
50046138,2026-01-01,2026-01,4,30.085,0.0,0,120.34,SOBRE OFICIO HORIZONTAL C/BOTO,6,PAPEL,603,SOBRES,60302,SOBRES DE POLIPROPILENO,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,OXFORD,Marca Externa,30.09,
50046138,2026-02-01,2026-02,6,30.09,0.0,0,180.54,SOBRE OFICIO HORIZONTAL C/BOTO,6,PAPEL,603,SOBRES,60302,SOBRES DE POLIPROPILENO,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,OXFORD,Marca Externa,30.09,
50046138,2026-03-01,2026-03,2,30.09,0.0,0,60.18,SOBRE OFICIO HORIZONTAL C/BOTO,6,PAPEL,603,SOBRES,60302,SOBRES DE POLIPROPILENO,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,OXFORD,Marca Externa,30.09,
50046138,2026-04-01,2026-04,9,30.086666666666662,0.0,0,270.78,SOBRE OFICIO HORIZONTAL C/BOTO,6,PAPEL,603,SOBRES,60302,SOBRES DE POLIPROPILENO,11854,LSC COMMUNICATIONS PENDAFLEX MEXICO,OXFORD,Marca Externa,30.09,
50046518,2024-03-01,2024-03,1,47.84,0.0,0,47.84,SOBRE TRANS 11 8X8 8 LAR 100PZ,6,PAPEL,603,SOBRES,60304,SOBRES TRANSPARENTES,10918,LOURDES ALEJANDRA ROSALES CANTO,LAR,Marca Externa,,
50046518,2024-09-01,2024-09,3,50.20666666666667,0.0,0,150.62,SOBRE TRANS 11 8X8 8 LAR 100PZ,6,PAPEL,603,SOBRES,60304,SOBRES TRANSPARENTES,10918,LOURDES ALEJANDRA ROSALES CANTO,LAR,Marca Externa,,
50046518,2024-10-01,2024-10,1,51.39,0.0,0,51.39,SOBRE TRANS 11 8X8 8 LAR 100PZ,6,PAPEL,603,SOBRES,60304,SOBRES TRANSPARENTES,10918,LOURDES ALEJANDRA ROSALES CANTO,LAR,Marca Externa,,
50046518,2025-04-01,2025-04,1,50.43,0.0,0,50.43,SOBRE TRANS 11 8X8 8 LAR 100PZ,6,PAPEL,603,SOBRES,60304,SOBRES TRANSPARENTES,10918,LOURDES ALEJANDRA ROSALES CANTO,LAR,Marca Externa,,
50046519,2024-06-01,2024-06,3,76.72333333333333,0.0,0,230.17,SOBRE TRANS 11 5X15+5 LAR 100,6,PAPEL,603,SOBRES,60304,SOBRES TRANSPARENTES,10918,LOURDES ALEJANDRA ROSALES CANTO,LAR,Marca Externa,,
50046519,2025-02-01,2025-02,1,80.6,0.0,0,80.6,SOBRE TRANS 11 5X15+5 LAR 100,6,PAPEL,603,SOBRES,60304,SOBRES TRANSPARENTES,10918,LOURDES ALEJANDRA ROSALES CANTO,LAR,Marca Externa,,
50046575,2024-01-01,2024-01,2,93.965,0.0,0,187.93,SEPARADOR C/BOLSA COLOR 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,99.14,
50046575,2024-08-01,2024-08,2,71.41499999999999,0.0,0,142.82999999999998,SEPARADOR C/BOLSA COLOR 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,99.14,
50046575,2024-09-01,2024-09,1,93.97,0.0,0,93.97,SEPARADOR C/BOLSA COLOR 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,99.14,
50046575,2024-10-01,2024-10,1,93.97,0.0,0,93.97,SEPARADOR C/BOLSA COLOR 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,99.14,
50046575,2025-01-01,2025-01,1,99.14,0.0,0,99.14,SEPARADOR C/BOLSA COLOR 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,99.14,
50046576,2024-01-01,2024-01,2,111.21,0.0,0,222.42,SEPARADOR C/BOLSA COLOR 8 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,131.9,
50046576,2024-02-01,2024-02,2,111.21,0.0,0,222.42,SEPARADOR C/BOLSA COLOR 8 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,131.9,
50046576,2024-03-01,2024-03,1,111.21,0.0,0,111.21,SEPARADOR C/BOLSA COLOR 8 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,131.9,
50046576,2024-08-01,2024-08,1,88.97,0.0,0,88.97,SEPARADOR C/BOLSA COLOR 8 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,131.9,
50046576,2025-02-01,2025-02,2,119.83,0.0,0,239.66,SEPARADOR C/BOLSA COLOR 8 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,131.9,
50046576,2025-04-01,2025-04,5,119.828,0.0,0,599.14,SEPARADOR C/BOLSA COLOR 8 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,131.9,
50046576,2025-06-01,2025-06,1,119.83,0.0,0,119.83,SEPARADOR C/BOLSA COLOR 8 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,131.9,
50046576,2025-08-01,2025-08,6,107.84499999999998,0.0,0,647.0699999999999,SEPARADOR C/BOLSA COLOR 8 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,131.9,
50046624,2024-05-01,2024-05,3,44.080000000000005,0.0,0,132.24,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046624,2024-08-01,2024-08,4,45.405,0.0,0,181.62,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046624,2024-09-01,2024-09,2,43.02,0.0,0,86.04,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046624,2024-10-01,2024-10,1,43.02,0.0,0,43.02,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046624,2025-01-01,2025-01,1,53.61,0.0,0,53.61,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046624,2025-02-01,2025-02,1,49.91,0.0,0,49.91,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046624,2025-04-01,2025-04,4,49.912499999999994,0.0,0,199.64999999999998,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046624,2025-06-01,2025-06,1,49.91,0.0,0,49.91,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046624,2025-08-01,2025-08,1,49.91,0.0,0,49.91,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046624,2025-09-01,2025-09,2,49.915,0.0,0,99.83,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046624,2025-10-01,2025-10,2,55.17,0.0,0,110.34,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046624,2026-01-01,2026-01,1,55.17,0.0,0,55.17,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046624,2026-02-01,2026-02,1,56.04,0.0,0,56.04,SEPARADOR WRITEON NEON 5 DIV,4,CARPETAS,407,SEPARADORES,40702,SEPARADORES VARIOS,12056,GRUPO COMERCIAL DI LEON,AVERY,Marca Externa,56.04,
50046781,2024-03-01,2024-03,1,17.16,0.0,0,17.16,TARJETA NAVIDE#A,50,COPYMAX,5019,TEMPORADA,501903,CALENDARIOS,10295,SIN PROVEEDOR,,Marca Externa,17.16,
50046781,2024-11-01,2024-11,2,17.155,0.0,0,34.31,TARJETA NAVIDE#A,50,COPYMAX,5019,TEMPORADA,501903,CALENDARIOS,10295,SIN PROVEEDOR,,Marca Externa,17.16,
50046781,2025-05-01,2025-05,3,17.156666666666666,0.0,0,51.47,TARJETA NAVIDE#A,50,COPYMAX,5019,TEMPORADA,501903,CALENDARIOS,10295,SIN PROVEEDOR,,Marca Externa,17.16,
50046802,2024-12-01,2024-12,41,17.15560975609756,0.0,0,703.38,CARTA REYES Y SANTA,50,COPYMAX,5019,TEMPORADA,501903,CALENDARIOS,10295,SIN PROVEEDOR,,Marca Externa,17.16,
50048073,2024-01-01,2024-01,1,964.66,0.0,0,964.66,GUILLOTINA RIHAN CARTA 12P,7,CORREO Y PAQUETERIA,702,GUILLOTINAS Y CUTTERS,70202,GUILLOTINAS,10228,INDUSTRIAS RIHAN,RIHAN,Marca Externa,1154.31,
50048073,2025-11-01,2025-11,1,1154.31,0.0,0,1154.31,GUILLOTINA RIHAN CARTA 12P,7,CORREO Y PAQUETERIA,702,GUILLOTINAS Y CUTTERS,70202,GUILLOTINAS,10228,INDUSTRIAS RIHAN,RIHAN,Marca Externa,1154.31,
50048073,2026-01-01,2026-01,1,1154.31,0.0,0,1154.31,GUILLOTINA RIHAN CARTA 12P,7,CORREO Y PAQUETERIA,702,GUILLOTINAS Y CUTTERS,70202,GUILLOTINAS,10228,INDUSTRIAS RIHAN,RIHAN,Marca Externa,1154.31,
50048074,2024-05-01,2024-05,2,1133.62,0.0,0,2267.24,"GUILLOTINA RIHAN OFICIO 15""",7,CORREO Y PAQUETERIA,702,GUILLOTINAS Y CUTTERS,70202,GUILLOTINAS,10228,INDUSTRIAS RIHAN,RIHAN,Marca Externa,1262.07,
50048074,2025-10-01,2025-10,1,1262.07,0.0,0,1262.07,"GUILLOTINA RIHAN OFICIO 15""",7,CORREO Y PAQUETERIA,702,GUILLOTINAS Y CUTTERS,70202,GUILLOTINAS,10228,INDUSTRIAS RIHAN,RIHAN,Marca Externa,1262.07,
50048074,2025-12-01,2025-12,1,1262.07,0.0,0,1262.07,"GUILLOTINA RIHAN OFICIO 15""",7,CORREO Y PAQUETERIA,702,GUILLOTINAS Y CUTTERS,70202,GUILLOTINAS,10228,INDUSTRIAS RIHAN,RIHAN,Marca Externa,1262.07,
50048074,2026-02-01,2026-02,1,1262.07,0.0,0,1262.07,"GUILLOTINA RIHAN OFICIO 15""",7,CORREO Y PAQUETERIA,702,GUILLOTINAS Y CUTTERS,70202,GUILLOTINAS,10228,INDUSTRIAS RIHAN,RIHAN,Marca Externa,1262.07,
50048075,2024-03-01,2024-03,2,375.86,0.0,0,751.72,FOLIADOR RIHAN 6 DIGITOS AUTO,7,CORREO Y PAQUETERIA,704,FOLIADORES,70401,FOLIADORES,10228,INDUSTRIAS RIHAN,EAGLE,Marca Externa,486.21,
50048075,2024-12-01,2024-12,1,469.83,0.0,0,469.83,FOLIADOR RIHAN 6 DIGITOS AUTO,7,CORREO Y PAQUETERIA,704,FOLIADORES,70401,FOLIADORES,10228,INDUSTRIAS RIHAN,EAGLE,Marca Externa,486.21,
50048075,2025-03-01,2025-03,1,469.83,0.0,0,469.83,FOLIADOR RIHAN 6 DIGITOS AUTO,7,CORREO Y PAQUETERIA,704,FOLIADORES,70401,FOLIADORES,10228,INDUSTRIAS RIHAN,EAGLE,Marca Externa,486.21,
50048075,2025-06-01,2025-06,1,487.07,0.0,0,487.07,FOLIADOR RIHAN 6 DIGITOS AUTO,7,CORREO Y PAQUETERIA,704,FOLIADORES,70401,FOLIADORES,10228,INDUSTRIAS RIHAN,EAGLE,Marca Externa,486.21,
50048075,2026-01-01,2026-01,1,486.21,0.0,0,486.21,FOLIADOR RIHAN 6 DIGITOS AUTO,7,CORREO Y PAQUETERIA,704,FOLIADORES,70401,FOLIADORES,10228,INDUSTRIAS RIHAN,EAGLE,Marca Externa,486.21,
50048120,2024-09-01,2024-09,1,46.12,0.0,0,46.12,CARTUCHOS TINTA NEGRA 10P,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101703,REPUESTOS FINOS,10353,JISS,JISS,Marca Externa,46.47,
50048120,2025-05-01,2025-05,1,49.54,0.0,0,49.54,CARTUCHOS TINTA NEGRA 10P,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101703,REPUESTOS FINOS,10353,JISS,JISS,Marca Externa,46.47,
50048120,2025-06-01,2025-06,1,46.12,0.0,0,46.12,CARTUCHOS TINTA NEGRA 10P,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101703,REPUESTOS FINOS,10353,JISS,JISS,Marca Externa,46.47,
50048121,2024-02-01,2024-02,1,46.12,0.0,0,46.12,CARTUCHOS TINTA AZUL 10P,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101703,REPUESTOS FINOS,10353,JISS,JISS,Marca Externa,46.47,
50048121,2024-04-01,2024-04,1,46.12,0.0,0,46.12,CARTUCHOS TINTA AZUL 10P,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101703,REPUESTOS FINOS,10353,JISS,JISS,Marca Externa,46.47,
50048121,2024-06-01,2024-06,1,46.12,0.0,0,46.12,CARTUCHOS TINTA AZUL 10P,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101703,REPUESTOS FINOS,10353,JISS,JISS,Marca Externa,46.47,
50048121,2024-12-01,2024-12,1,46.12,0.0,0,46.12,CARTUCHOS TINTA AZUL 10P,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101703,REPUESTOS FINOS,10353,JISS,JISS,Marca Externa,46.47,
50048121,2025-06-01,2025-06,1,46.12,0.0,0,46.12,CARTUCHOS TINTA AZUL 10P,10,ARTICULOS ESCOLARES,1017,PLUMAS Y LAPICEROS FINOS,101703,REPUESTOS FINOS,10353,JISS,JISS,Marca Externa,46.47,
50048156,2024-07-01,2024-07,3,90.51666666666667,0.0,0,271.55,TABLA REGISTRO C/CLIP SUJETADOR MAPED,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,97.41,
50048156,2024-08-01,2024-08,1,90.52,4.0,1,90.52,TABLA REGISTRO C/CLIP SUJETADOR MAPED,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,97.41,2.0
50048156,2025-01-01,2025-01,1,95.26,0.0,0,95.26,TABLA REGISTRO C/CLIP SUJETADOR MAPED,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,97.41,
50048156,2025-05-01,2025-05,1,97.41,0.0,0,97.41,TABLA REGISTRO C/CLIP SUJETADOR MAPED,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,97.41,
50048156,2025-07-01,2025-07,1,97.41,0.0,0,97.41,TABLA REGISTRO C/CLIP SUJETADOR MAPED,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,97.41,
50048156,2025-09-01,2025-09,1,97.41,0.0,0,97.41,TABLA REGISTRO C/CLIP SUJETADOR MAPED,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,97.41,
50048156,2025-11-01,2025-11,1,97.41,0.0,0,97.41,TABLA REGISTRO C/CLIP SUJETADOR MAPED,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,97.41,
50048156,2025-12-01,2025-12,1,104.63,0.0,0,104.63,TABLA REGISTRO C/CLIP SUJETADOR MAPED,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,97.41,
50048157,2024-02-01,2024-02,1,77.5,0.0,0,77.5,TABLA REGISTRO C/CLIP SUJETADOR,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,80.17,
50048157,2024-07-01,2024-07,3,77.5,0.0,0,232.5,TABLA REGISTRO C/CLIP SUJETADOR,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,80.17,
50048157,2024-09-01,2024-09,1,77.5,0.0,0,77.5,TABLA REGISTRO C/CLIP SUJETADOR,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,80.17,
50048157,2025-01-01,2025-01,1,80.17,0.0,0,80.17,TABLA REGISTRO C/CLIP SUJETADOR,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,80.17,
50048157,2025-02-01,2025-02,5,80.172,0.0,0,400.86,TABLA REGISTRO C/CLIP SUJETADOR,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,80.17,
50048157,2025-03-01,2025-03,4,80.1725,0.0,0,320.69,TABLA REGISTRO C/CLIP SUJETADOR,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,80.17,
50048157,2025-04-01,2025-04,1,80.17,0.0,0,80.17,TABLA REGISTRO C/CLIP SUJETADOR,4,CARPETAS,406,TABLAS SUJETA DOCUMENTOS,40602,TABLAS DE PLASTICO,10824,MAPED SILCO,MAPED,Marca Externa,80.17,
50048334,2025-02-01,2025-02,1,93.97,0.0,0,93.97,ETIQUETA INK/LAS CD 25H 50 PZA,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30304,ETIQUETAS ESPECIALES,10918,LOURDES ALEJANDRA ROSALES CANTO,OFFICEMAX,Marca Externa,93.97,
50048969,2024-03-01,2024-03,1,252.59,0.0,0,252.59,CARPETA PROFESIONAL FERRARI,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",NORMA,Marca Externa,288.79,
50048969,2024-09-01,2024-09,1,252.59,0.0,0,252.59,CARPETA PROFESIONAL FERRARI,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",NORMA,Marca Externa,288.79,
50048969,2025-03-01,2025-03,1,252.59,0.0,0,252.59,CARPETA PROFESIONAL FERRARI,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",NORMA,Marca Externa,288.79,
50048969,2025-08-01,2025-08,2,231.04,0.0,0,462.08,CARPETA PROFESIONAL FERRARI,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",NORMA,Marca Externa,288.79,
50048971,2024-01-01,2024-01,3,252.59,0.0,0,757.77,CARPETA PROFESIONAL KIUT,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",NORMA,Marca Externa,288.79,
50048971,2024-07-01,2024-07,1,252.59,0.0,0,252.59,CARPETA PROFESIONAL KIUT,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",NORMA,Marca Externa,288.79,
50048971,2024-11-01,2024-11,1,252.59,0.0,0,252.59,CARPETA PROFESIONAL KIUT,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",NORMA,Marca Externa,288.79,
50048971,2025-02-01,2025-02,3,252.59,0.0,0,757.77,CARPETA PROFESIONAL KIUT,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",NORMA,Marca Externa,288.79,
50048971,2025-08-01,2025-08,6,240.665,0.0,0,1443.99,CARPETA PROFESIONAL KIUT,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",NORMA,Marca Externa,288.79,
50048971,2025-09-01,2025-09,2,288.79,0.0,0,577.58,CARPETA PROFESIONAL KIUT,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",NORMA,Marca Externa,288.79,
50048971,2025-10-01,2025-10,1,288.79,0.0,0,288.79,CARPETA PROFESIONAL KIUT,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",NORMA,Marca Externa,288.79,
50048971,2026-04-01,2026-04,1,288.79,0.0,0,288.79,CARPETA PROFESIONAL KIUT,4,CARPETAS,401,CARPETAS,40103,CARPETAS CON DISENO,11682,"CARVAJAL EDUCACION,",NORMA,Marca Externa,288.79,
50049345,2024-04-01,2024-04,6,5.603333333333333,0.0,0,33.62,PORTA PLANO,50,COPYMAX,5026,ACCESORIOS COPYMAX,502601,ACCESORIOS COPYMAX,10295,SIN PROVEEDOR,,Marca Externa,5.6,
50049683,2024-02-01,2024-02,2,61.42,0.0,0,122.84,TAZA PERSONALIZADA,50,COPYMAX,5029,TAZA SUBLIMACION,502901,TAZA SUBLIMACION,10295,SIN PROVEEDOR,,Marca Externa,81.9,
50049683,2024-07-01,2024-07,4,81.89750000000001,0.0,0,327.59000000000003,TAZA PERSONALIZADA,50,COPYMAX,5029,TAZA SUBLIMACION,502901,TAZA SUBLIMACION,10295,SIN PROVEEDOR,,Marca Externa,81.9,
50049683,2024-08-01,2024-08,5,81.896,0.0,0,409.48,TAZA PERSONALIZADA,50,COPYMAX,5029,TAZA SUBLIMACION,502901,TAZA SUBLIMACION,10295,SIN PROVEEDOR,,Marca Externa,81.9,
50049683,2024-10-01,2024-10,10,81.897,0.0,0,818.97,TAZA PERSONALIZADA,50,COPYMAX,5029,TAZA SUBLIMACION,502901,TAZA SUBLIMACION,10295,SIN PROVEEDOR,,Marca Externa,81.9,
50049683,2025-05-01,2025-05,1,81.9,0.0,0,81.9,TAZA PERSONALIZADA,50,COPYMAX,5029,TAZA SUBLIMACION,502901,TAZA SUBLIMACION,10295,SIN PROVEEDOR,,Marca Externa,81.9,
50049683,2025-08-01,2025-08,2,81.9,0.0,0,163.8,TAZA PERSONALIZADA,50,COPYMAX,5029,TAZA SUBLIMACION,502901,TAZA SUBLIMACION,10295,SIN PROVEEDOR,,Marca Externa,81.9,
50049683,2025-10-01,2025-10,2,57.33,0.0,0,114.66,TAZA PERSONALIZADA,50,COPYMAX,5029,TAZA SUBLIMACION,502901,TAZA SUBLIMACION,10295,SIN PROVEEDOR,,Marca Externa,81.9,
50049683,2025-11-01,2025-11,1,81.9,0.0,0,81.9,TAZA PERSONALIZADA,50,COPYMAX,5029,TAZA SUBLIMACION,502901,TAZA SUBLIMACION,10295,SIN PROVEEDOR,,Marca Externa,81.9,
50049683,2025-12-01,2025-12,1,81.9,0.0,0,81.9,TAZA PERSONALIZADA,50,COPYMAX,5029,TAZA SUBLIMACION,502901,TAZA SUBLIMACION,10295,SIN PROVEEDOR,,Marca Externa,81.9,
50049683,2026-01-01,2026-01,6,16.38,0.0,0,98.28,TAZA PERSONALIZADA,50,COPYMAX,5029,TAZA SUBLIMACION,502901,TAZA SUBLIMACION,10295,SIN PROVEEDOR,,Marca Externa,81.9,
50049683,2026-02-01,2026-02,1,57.33,0.0,0,57.33,TAZA PERSONALIZADA,50,COPYMAX,5029,TAZA SUBLIMACION,502901,TAZA SUBLIMACION,10295,SIN PROVEEDOR,,Marca Externa,81.9,
50049770,2024-01-01,2024-01,6,245.69000000000003,0.0,0,1474.14,ETIQUETA CARTA BLANCA 50P,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30304,ETIQUETAS ESPECIALES,11413,POCHTECA PAPEL,POCHTECA,Marca Externa,257.76,
50049770,2024-03-01,2024-03,1,245.69,0.0,0,245.69,ETIQUETA CARTA BLANCA 50P,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30304,ETIQUETAS ESPECIALES,11413,POCHTECA PAPEL,POCHTECA,Marca Externa,257.76,
50049770,2024-05-01,2024-05,2,245.69,0.0,0,491.38,ETIQUETA CARTA BLANCA 50P,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30304,ETIQUETAS ESPECIALES,11413,POCHTECA PAPEL,POCHTECA,Marca Externa,257.76,
50049770,2024-06-01,2024-06,1,245.69,0.0,0,245.69,ETIQUETA CARTA BLANCA 50P,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30304,ETIQUETAS ESPECIALES,11413,POCHTECA PAPEL,POCHTECA,Marca Externa,257.76,
50049770,2024-07-01,2024-07,2,257.76,0.0,0,515.52,ETIQUETA CARTA BLANCA 50P,3,ARCHIVO Y ACCESORIOS,303,ETIQUETAS,30304,ETIQUETAS ESPECIALES,11413,POCHTECA PAPEL,POCHTECA,Marca Externa,257.76,
